trip_id,vehicle_id,m,x,y,t
7,0,13,12.0,10.0,333
7,0,14,12.0,9.0,334
7,0,15,13.0,9.0,335
7,0,16,14.0,9.0,336
7,0,17,14.0,8.0,337
7,0,18,13.0,8.0,338
7,0,19,12.0,8.0,339
7,0,20,12.0,9.0,340
7,0,21,12.0,8.0,341
7,0,22,13.0,8.0,342
7,0,23,14.0,8.0,343
8,0,0,14.0,8.0,373
8,0,1,14.0,9.0,374
8,0,2,13.0,9.0,375
8,0,3,13.0,10.0,376
8,0,4,12.0,10.0,377
8,0,5,12.0,11.0,378
8,0,6,11.0,11.0,379
8,0,7,11.0,12.0,380
8,0,8,10.0,12.0,381
8,0,9,10.0,13.0,382
8,0,10,10.0,14.0,383
8,0,11,9.0,14.0,384
8,0,12,9.0,15.0,385
8,0,13,9.0,16.0,386
8,0,14,9.0,17.0,387
8,0,15,9.0,18.0,388
8,0,16,9.0,19.0,389
9,0,0,9.0,19.0,419
9,0,1,10.0,19.0,420
9,0,2,11.0,19.0,421
9,0,3,12.0,19.0,422
9,0,4,12.0,20.0,423
9,0,5,13.0,20.0,424
9,0,6,14.0,20.0,425
9,0,7,15.0,20.0,426
9,0,8,16.0,20.0,427
9,0,9,16.0,21.0,428
9,0,10,17.0,21.0,429
9,0,11,17.0,22.0,430
9,0,12,18.0,22.0,431
9,0,13,19.0,22.0,432
9,0,14,20.0,22.0,433
10,1,0,14.0,8.0,0
10,1,1,13.0,8.0,1
10,1,2,13.0,7.0,2
10,1,3,13.0,6.0,3
10,1,4,13.0,5.0,4
10,1,5,12.0,5.0,5
10,1,6,12.0,4.0,6
10,1,7,11.0,4.0,7
10,1,8,11.0,3.0,8
10,1,9,10.0,3.0,9
10,1,10,10.0,2.0,10
10,1,11,9.0,2.0,11
10,1,12,9.0,2.0,12
10,1,13,9.0,2.0,13
10,1,14,9.0,2.0,14
10,1,15,9.0,2.0,15
10,1,16,9.0,2.0,16
10,1,17,9.0,2.0,17
10,1,18,9.0,2.0,18
10,1,19,9.0,2.0,19
10,1,20,9.0,2.0,20
10,1,21,9.0,2.0,21
10,1,22,9.0,2.0,22
10,1,23,9.0,2.0,23
10,1,24,9.0,2.0,24
10,1,25,8.0,2.0,25
10,1,26,7.0,2.0,26
11,1,0,7.0,2.0,56
11,1,1,8.0,2.0,57
11,1,2,8.0,3.0,58
11,1,3,9.0,3.0,59
11,1,4,10.0,3.0,60
11,1,5,11.0,3.0,61
11,1,6,11.0,4.0,62
11,1,7,11.0,5.0,63
11,1,8,12.0,5.0,64
11,1,9,13.0,5.0,65
11,1,10,13.0,6.0,66
11,1,11,14.0,6.0,67
11,1,12,14.0,7.0,68
11,1,13,15.0,7.0,69
11,1,14,15.0,8.0,70
11,1,15,15.0,9.0,71
11,1,16,16.0,9.0,72
11,1,17,17.0,9.0,73
11,1,18,18.0,9.0,74
11,1,19,19.0,9.0,75
11,1,20,20.0,9.0,76
11,1,21,21.0,9.0,77
11,1,22,21.0,10.0,78
11,1,23,22.0,10.0,79
11,1,24,22.0,11.0,80
11,1,25,23.0,11.0,81
11,1,26,24.0,11.0,82
11,1,27,24.0,12.0,83
11,1,28,25.0,12.0,84
11,1,29,25.0,13.0,85
11,1,30,26.0,13.0,86
11,1,31,26.0,14.0,87
11,1,32,26.0,15.0,88
11,1,33,26.0,16.0,89
11,1,34,27.0,16.0,90
11,1,35,27.0,16.0,91
12,1,0,27.0,16.0,121
12,1,1,27.0,15.0,122
12,1,2,26.0,15.0,123
12,1,3,26.0,14.0,124
12,1,4,26.0,13.0,125
12,1,5,26.0,12.0,126
12,1,6,26.0,11.0,127
12,1,7,26.0,10.0,128
12,1,8,26.0,9.0,129
12,1,9,25.0,9.0,130
12,1,10,24.0,9.0,131
12,1,11,24.0,8.0,132
12,1,12,24.0,7.0,133
12,1,13,24.0,6.0,134
12,1,14,23.0,6.0,135
12,1,15,22.0,6.0,136
12,1,16,22.0,5.0,137
12,1,17,22.0,4.0,138
13,1,0,22.0,4.0,168
13,1,1,21.0,4.0,169
13,1,2,20.0,4.0,170
13,1,3,20.0,5.0,171
13,1,4,19.0,5.0,172
13,1,5,19.0,6.0,173
13,1,6,18.0,6.0,174
13,1,7,17.0,6.0,175
13,1,8,17.0,7.0,176
13,1,9,17.0,8.0,177
13,1,10,16.0,8.0,178
13,1,11,15.0,8.0,179
13,1,12,14.0,8.0,180
13,1,13,14.0,9.0,181
13,1,14,13.0,9.0,182
13,1,15,13.0,10.0,183
13,1,16,12.0,10.0,184
13,1,17,12.0,11.0,185
13,1,18,11.0,11.0,186
13,1,19,11.0,12.0,187
13,1,20,10.0,12.0,188
13,1,21,9.0,12.0,189
13,1,22,8.0,12.0,190
13,1,23,8.0,13.0,191
13,1,24,7.0,13.0,192
13,1,25,6.0,13.0,193
13,1,26,5.0,13.0,194
13,1,27,4.0,13.0,195
13,1,28,3.0,13.0,196
13,1,29,2.0,13.0,197
13,1,30,1.0,13.0,198
13,1,31,0.0,13.0,199
14,1,0,0.0,13.0,229
14,1,1,0.0,14.0,230
14,1,2,0.0,15.0,231
14,1,3,0.0,16.0,232
14,1,4,0.0,17.0,233
14,1,5,1.0,17.0,234
14,1,6,1.0,18.0,235
14,1,7,1.0,19.0,236
14,1,8,1.0,20.0,237
14,1,9,1.0,21.0,238
14,1,10,1.0,22.0,239
14,1,11,2.0,22.0,240
14,1,12,2.0,23.0,241
14,1,13,2.0,24.0,242
14,1,14,3.0,24.0,243
14,1,15,4.0,24.0,244
14,1,16,4.0,25.0,245
14,1,17,4.0,26.0,246
14,1,18,4.0,26.0,247
14,1,19,4.0,26.0,248
15,1,0,4.0,26.0,278
15,1,1,4.0,25.0,279
15,1,2,4.0,24.0,280
15,1,3,5.0,24.0,281
15,1,4,5.0,23.0,282
15,1,5,5.0,22.0,283
15,1,6,6.0,22.0,284
15,1,7,7.0,22.0,285
15,1,8,7.0,21.0,286
15,1,9,7.0,20.0,287
15,1,10,7.0,19.0,288
15,1,11,7.0,18.0,289
15,1,12,7.0,17.0,290
15,1,13,7.0,16.0,291
15,1,14,7.0,15.0,292
15,1,15,7.0,14.0,293
15,1,16,7.0,13.0,294
16,1,0,7.0,13.0,324
16,1,1,7.0,14.0,325
16,1,2,7.0,15.0,326
16,1,3,8.0,15.0,327
16,1,4,9.0,15.0,328
16,1,5,10.0,15.0,329
16,1,6,10.0,16.0,330
16,1,7,10.0,17.0,331
16,1,8,10.0,18.0,332
16,1,9,11.0,18.0,333
16,1,10,12.0,18.0,334
16,1,11,13.0,18.0,335
16,1,12,13.0,19.0,336
16,1,13,14.0,19.0,337
16,1,14,15.0,19.0,338
16,1,15,15.0,20.0,339
16,1,16,16.0,20.0,340
16,1,17,16.0,21.0,341
16,1,18,16.0,22.0,342
16,1,19,17.0,22.0,343
16,1,20,18.0,22.0,344
16,1,21,19.0,22.0,345
16,1,22,19.0,23.0,346
16,1,23,19.0,24.0,347
16,1,24,19.0,25.0,348
16,1,25,20.0,25.0,349
16,1,26,21.0,25.0,350
16,1,27,22.0,25.0,351
17,1,0,22.0,25.0,381
17,1,1,22.0,24.0,382
17,1,2,22.0,23.0,383
17,1,3,22.0,22.0,384
17,1,4,22.0,21.0,385
17,1,5,22.0,20.0,386
17,1,6,23.0,20.0,387
17,1,7,23.0,19.0,388
17,1,8,23.0,18.0,389
17,1,9,23.0,17.0,390
17,1,10,23.0,16.0,391
17,1,11,23.0,15.0,392
17,1,12,23.0,14.0,393
17,1,13,23.0,13.0,394
17,1,14,23.0,12.0,395
17,1,15,23.0,11.0,396
17,1,16,23.0,10.0,397
17,1,17,23.0,9.0,398
17,1,18,24.0,9.0,399
17,1,19,24.0,8.0,400
17,1,20,24.0,7.0,401
17,1,21,24.0,6.0,402
17,1,22,24.0,5.0,403
17,1,23,24.0,4.0,404
17,1,24,24.0,3.0,405
17,1,25,24.0,2.0,406
17,1,26,25.0,2.0,407
17,1,27,26.0,2.0,408
17,1,28,26.0,1.0,409
17,1,29,25.0,1.0,410
17,1,30,24.0,1.0,411
17,1,31,23.0,1.0,412
17,1,32,22.0,1.0,413
18,1,0,22.0,1.0,443
18,1,1,22.0,2.0,444
18,1,2,22.0,3.0,445
18,1,3,21.0,3.0,446
18,1,4,21.0,4.0,447
18,1,5,21.0,5.0,448
18,1,6,21.0,6.0,449
18,1,7,21.0,7.0,450
18,1,8,21.0,8.0,451
19,1,0,21.0,8.0,481
19,1,1,20.0,8.0,482
19,1,2,19.0,8.0,483
19,1,3,19.0,9.0,484
19,1,4,18.0,9.0,485
19,1,5,17.0,9.0,486
19,1,6,17.0,10.0,487
19,1,7,17.0,11.0,488
19,1,8,17.0,12.0,489
19,1,9,16.0,12.0,490
19,1,10,16.0,13.0,491
19,1,11,16.0,14.0,492
19,1,12,15.0,14.0,493
19,1,13,15.0,15.0,494
19,1,14,14.0,15.0,495
19,1,15,14.0,16.0,496
19,1,16,14.0,17.0,497
19,1,17,14.0,18.0,498
19,1,18,13.0,18.0,499
19,1,19,13.0,19.0,500
19,1,20,12.0,19.0,501
19,1,21,12.0,20.0,502
20,2,0,11.0,3.0,0
20,2,1,11.0,4.0,1
20,2,2,11.0,5.0,2
20,2,3,11.0,6.0,3
20,2,4,11.0,7.0,4
20,2,5,11.0,8.0,5
20,2,6,11.0,9.0,6
20,2,7,11.0,10.0,7
20,2,8,12.0,10.0,8
20,2,9,12.0,11.0,9
20,2,10,12.0,12.0,10
20,2,11,13.0,12.0,11
20,2,12,13.0,13.0,12
20,2,13,13.0,14.0,13
20,2,14,13.0,15.0,14
20,2,15,13.0,16.0,15
20,2,16,13.0,17.0,16
20,2,17,13.0,18.0,17
20,2,18,13.0,19.0,18
20,2,19,13.0,20.0,19
20,2,20,14.0,20.0,20
20,2,21,14.0,21.0,21
20,2,22,14.0,22.0,22
20,2,23,14.0,23.0,23
20,2,24,15.0,23.0,24
20,2,25,15.0,24.0,25
20,2,26,14.0,24.0,26
20,2,27,14.0,23.0,27
20,2,28,13.0,23.0,28
20,2,29,12.0,23.0,29
20,2,30,13.0,23.0,30
20,2,31,14.0,23.0,31
20,2,32,14.0,24.0,32
20,2,33,15.0,24.0,33
21,2,0,15.0,24.0,63
21,2,1,15.0,23.0,64
21,2,2,16.0,23.0,65
21,2,3,17.0,23.0,66
21,2,4,18.0,23.0,67
21,2,5,19.0,23.0,68
21,2,6,19.0,22.0,69
21,2,7,20.0,22.0,70
21,2,8,21.0,22.0,71
21,2,9,22.0,22.0,72
21,2,10,22.0,21.0,73
22,2,0,22.0,21.0,103
22,2,1,21.0,21.0,104
22,2,2,21.0,20.0,105
22,2,3,21.0,19.0,106
22,2,4,21.0,18.0,107
22,2,5,21.0,17.0,108
22,2,6,20.0,17.0,109
22,2,7,20.0,16.0,110
22,2,8,20.0,15.0,111
22,2,9,20.0,14.0,112
22,2,10,20.0,13.0,113
22,2,11,20.0,12.0,114
23,2,0,20.0,12.0,144
23,2,1,20.0,11.0,145
23,2,2,20.0,10.0,146
23,2,3,19.0,10.0,147
23,2,4,19.0,9.0,148
23,2,5,18.0,9.0,149
23,2,6,18.0,8.0,150
23,2,7,18.0,7.0,151
23,2,8,18.0,6.0,152
23,2,9,18.0,5.0,153
23,2,10,19.0,5.0,154
24,2,0,19.0,5.0,184
24,2,1,19.0,6.0,185
24,2,2,19.0,7.0,186
24,2,3,18.0,7.0,187
24,2,4,17.0,7.0,188
24,2,5,16.0,7.0,189
24,2,6,16.0,8.0,190
24,2,7,16.0,9.0,191
24,2,8,16.0,10.0,192
24,2,9,15.0,10.0,193
24,2,10,15.0,11.0,194
24,2,11,15.0,12.0,195
24,2,12,15.0,13.0,196
24,2,13,14.0,13.0,197
24,2,14,14.0,14.0,198
24,2,15,13.0,14.0,199
24,2,16,12.0,14.0,200
24,2,17,12.0,15.0,201
24,2,18,11.0,15.0,202
24,2,19,11.0,16.0,203
24,2,20,11.0,17.0,204
24,2,21,11.0,18.0,205
24,2,22,10.0,18.0,206
24,2,23,10.0,19.0,207
24,2,24,9.0,19.0,208
24,2,25,10.0,19.0,209
24,2,26,11.0,19.0,210
24,2,27,11.0,20.0,211
24,2,28,12.0,20.0,212
25,2,0,12.0,20.0,242
25,2,1,13.0,20.0,243
25,2,2,14.0,20.0,244
25,2,3,15.0,20.0,245
25,2,4,16.0,20.0,246
25,2,5,17.0,20.0,247
25,2,6,18.0,20.0,248
25,2,7,19.0,20.0,249
25,2,8,20.0,20.0,250
25,2,9,21.0,20.0,251
25,2,10,22.0,20.0,252
25,2,11,23.0,20.0,253
25,2,12,24.0,20.0,254
26,2,0,24.0,20.0,284
26,2,1,24.0,19.0,285
26,2,2,24.0,18.0,286
26,2,3,25.0,18.0,287
26,2,4,25.0,17.0,288
26,2,5,25.0,16.0,289
26,2,6,26.0,16.0,290
26,2,7,27.0,16.0,291
27,2,0,27.0,16.0,321
27,2,1,27.0,17.0,322
27,2,2,27.0,18.0,323
27,2,3,27.0,19.0,324
27,2,4,27.0,20.0,325
27,2,5,26.0,20.0,326
27,2,6,25.0,20.0,327
27,2,7,24.0,20.0,328
27,2,8,24.0,21.0,329
27,2,9,23.0,21.0,330
27,2,10,22.0,21.0,331
27,2,11,22.0,22.0,332
27,2,12,22.0,23.0,333
27,2,13,22.0,24.0,334
27,2,14,22.0,25.0,335
28,2,0,22.0,25.0,365
28,2,1,22.0,24.0,366
28,2,2,22.0,23.0,367
28,2,3,21.0,23.0,368
28,2,4,21.0,22.0,369
28,2,5,20.0,22.0,370
28,2,6,20.0,21.0,371
28,2,7,20.0,20.0,372
28,2,8,20.0,19.0,373
28,2,9,20.0,18.0,374
28,2,10,20.0,17.0,375
28,2,11,20.0,16.0,376
28,2,12,20.0,15.0,377
28,2,13,20.0,14.0,378
28,2,14,20.0,13.0,379
28,2,15,20.0,12.0,380
28,2,16,20.0,11.0,381
28,2,17,20.0,10.0,382
28,2,18,20.0,9.0,383
28,2,19,20.0,8.0,384
28,2,20,20.0,7.0,385
28,2,21,20.0,6.0,386
28,2,22,20.0,5.0,387
28,2,23,20.0,4.0,388
28,2,24,20.0,3.0,389
28,2,25,20.0,2.0,390
28,2,26,20.0,1.0,391
28,2,27,20.0,0.0,392
29,2,0,20.0,0.0,422
29,2,1,19.0,0.0,423
29,2,2,19.0,1.0,424
29,2,3,18.0,1.0,425
29,2,4,17.0,1.0,426
29,2,5,16.0,1.0,427
29,2,6,16.0,2.0,428
29,2,7,16.0,3.0,429
29,2,8,16.0,4.0,430
29,2,9,15.0,4.0,431
29,2,10,14.0,4.0,432
29,2,11,14.0,5.0,433
29,2,12,13.0,5.0,434
29,2,13,12.0,5.0,435
29,2,14,11.0,5.0,436
29,2,15,10.0,5.0,437
29,2,16,10.0,6.0,438
29,2,17,10.0,7.0,439
29,2,18,10.0,8.0,440
29,2,19,9.0,8.0,441
29,2,20,8.0,8.0,442
30,3,0,12.0,9.0,0
30,3,1,13.0,9.0,1
30,3,2,14.0,9.0,2
30,3,3,14.0,10.0,3
30,3,4,15.0,10.0,4
30,3,5,15.0,11.0,5
30,3,6,16.0,11.0,6
30,3,7,17.0,11.0,7
30,3,8,18.0,11.0,8
30,3,9,18.0,12.0,9
30,3,10,19.0,12.0,10
31,3,0,19.0,12.0,40
31,3,1,19.0,11.0,41
31,3,2,19.0,10.0,42
31,3,3,19.0,9.0,43
31,3,4,19.0,8.0,44
31,3,5,20.0,8.0,45
31,3,6,21.0,8.0,46
31,3,7,22.0,8.0,47
31,3,8,23.0,8.0,48
31,3,9,23.0,7.0,49
31,3,10,24.0,7.0,50
31,3,11,24.0,6.0,51
31,3,12,24.0,5.0,52
31,3,13,24.0,4.0,53
31,3,14,24.0,3.0,54
31,3,15,24.0,2.0,55
31,3,16,24.0,1.0,56
31,3,17,25.0,1.0,57
31,3,18,26.0,1.0,58
32,3,0,26.0,1.0,88
32,3,1,26.0,2.0,89
32,3,2,26.0,3.0,90
32,3,3,26.0,4.0,91
32,3,4,26.0,5.0,92
32,3,5,26.0,6.0,93
32,3,6,26.0,7.0,94
32,3,7,26.0,8.0,95
32,3,8,26.0,9.0,96
32,3,9,26.0,10.0,97
32,3,10,27.0,10.0,98
32,3,11,27.0,11.0,99
32,3,12,27.0,12.0,100
32,3,13,27.0,13.0,101
32,3,14,27.0,14.0,102
32,3,15,27.0,15.0,103
32,3,16,27.0,16.0,104
33,3,0,27.0,16.0,134
33,3,1,26.0,16.0,135
33,3,2,25.0,16.0,136
33,3,3,25.0,15.0,137
33,3,4,24.0,15.0,138
33,3,5,23.0,15.0,139
33,3,6,23.0,14.0,140
33,3,7,22.0,14.0,141
33,3,8,21.0,14.0,142
33,3,9,21.0,13.0,143
33,3,10,20.0,13.0,144
33,3,11,20.0,12.0,145
33,3,12,19.0,12.0,146
33,3,13,18.0,12.0,147
33,3,14,18.0,11.0,148
33,3,15,18.0,10.0,149
33,3,16,17.0,10.0,150
33,3,17,17.0,9.0,151
33,3,18,16.0,9.0,152
33,3,19,15.0,9.0,153
33,3,20,15.0,8.0,154
33,3,21,15.0,7.0,155
33,3,22,15.0,6.0,156
33,3,23,14.0,6.0,157
33,3,24,13.0,6.0,158
33,3,25,13.0,5.0,159
33,3,26,12.0,5.0,160
33,3,27,11.0,5.0,161
33,3,28,10.0,5.0,162
33,3,29,9.0,5.0,163
33,3,30,9.0,4.0,164
33,3,31,8.0,4.0,165
33,3,32,7.0,4.0,166
34,3,0,7.0,4.0,196
34,3,1,8.0,4.0,197
34,3,2,9.0,4.0,198
34,3,3,9.0,5.0,199
34,3,4,10.0,5.0,200
34,3,5,11.0,5.0,201
34,3,6,12.0,5.0,202
35,3,0,12.0,5.0,232
35,3,1,11.0,5.0,233
35,3,2,11.0,6.0,234
35,3,3,10.0,6.0,235
35,3,4,10.0,7.0,236
35,3,5,10.0,8.0,237
35,3,6,9.0,8.0,238
35,3,7,9.0,9.0,239
35,3,8,9.0,10.0,240
35,3,9,9.0,11.0,241
35,3,10,8.0,11.0,242
35,3,11,8.0,12.0,243
35,3,12,8.0,13.0,244
35,3,13,7.0,13.0,245
35,3,14,7.0,12.0,246
36,3,0,7.0,12.0,276
36,3,1,8.0,12.0,277
36,3,2,8.0,11.0,278
36,3,3,9.0,11.0,279
36,3,4,10.0,11.0,280
36,3,5,11.0,11.0,281
36,3,6,11.0,10.0,282
37,3,0,11.0,10.0,312
37,3,1,12.0,10.0,313
37,3,2,13.0,10.0,314
37,3,3,13.0,11.0,315
37,3,4,14.0,11.0,316
37,3,5,14.0,12.0,317
37,3,6,14.0,13.0,318
37,3,7,15.0,13.0,319
37,3,8,16.0,13.0,320
37,3,9,17.0,13.0,321
37,3,10,17.0,14.0,322
37,3,11,17.0,15.0,323
37,3,12,17.0,16.0,324
37,3,13,17.0,17.0,325
37,3,14,18.0,17.0,326
37,3,15,18.0,18.0,327
37,3,16,18.0,19.0,328
37,3,17,18.0,20.0,329
37,3,18,18.0,21.0,330
37,3,19,18.0,22.0,331
37,3,20,19.0,22.0,332
37,3,21,19.0,23.0,333
37,3,22,19.0,24.0,334
37,3,23,20.0,24.0,335
37,3,24,21.0,24.0,336
37,3,25,21.0,25.0,337
37,3,26,22.0,25.0,338
38,3,0,22.0,25.0,368
38,3,1,21.0,25.0,369
38,3,2,20.0,25.0,370
38,3,3,19.0,25.0,371
38,3,4,18.0,25.0,372
38,3,5,17.0,25.0,373
38,3,6,16.0,25.0,374
38,3,7,15.0,25.0,375
38,3,8,14.0,25.0,376
38,3,9,13.0,25.0,377
38,3,10,13.0,24.0,378
38,3,11,13.0,23.0,379
38,3,12,12.0,23.0,380
38,3,13,12.0,22.0,381
38,3,14,11.0,22.0,382
38,3,15,10.0,22.0,383
38,3,16,9.0,22.0,384
38,3,17,9.0,21.0,385
38,3,18,8.0,21.0,386
38,3,19,7.0,21.0,387
38,3,20,6.0,21.0,388
38,3,21,5.0,21.0,389
38,3,22,4.0,21.0,390
38,3,23,3.0,21.0,391
38,3,24,2.0,21.0,392
38,3,25,1.0,21.0,393
38,3,26,0.0,21.0,394
39,3,0,0.0,21.0,424
39,3,1,0.0,20.0,425
39,3,2,0.0,19.0,426
39,3,3,0.0,18.0,427
39,3,4,0.0,17.0,428
39,3,5,0.0,16.0,429
39,3,6,0.0,15.0,430
39,3,7,0.0,14.0,431
39,3,8,0.0,13.0,432
39,3,9,0.0,12.0,433
39,3,10,0.0,11.0,434
39,3,11,0.0,10.0,435
39,3,12,0.0,9.0,436
39,3,13,0.0,8.0,437
39,3,14,0.0,7.0,438
39,3,15,0.0,6.0,439
39,3,16,0.0,5.0,440
39,3,17,0.0,4.0,441
39,3,18,0.0,3.0,442
39,3,19,0.0,2.0,443
40,4,0,18.0,5.0,0
40,4,1,19.0,5.0,1
40,4,2,19.0,6.0,2
40,4,3,19.0,7.0,3
40,4,4,20.0,7.0,4
40,4,5,20.0,8.0,5
40,4,6,21.0,8.0,6
40,4,7,21.0,8.0,7
40,4,8,21.0,8.0,8
40,4,9,21.0,8.0,9
41,4,0,21.0,8.0,39
41,4,1,21.0,9.0,40
41,4,2,21.0,10.0,41
41,4,3,21.0,11.0,42
41,4,4,20.0,11.0,43
41,4,5,20.0,12.0,44
41,4,6,20.0,13.0,45
41,4,7,19.0,13.0,46
41,4,8,18.0,13.0,47
41,4,9,17.0,13.0,48
41,4,10,17.0,14.0,49
41,4,11,17.0,15.0,50
41,4,12,17.0,16.0,51
41,4,13,16.0,16.0,52
41,4,14,16.0,17.0,53
41,4,15,16.0,18.0,54
41,4,16,15.0,18.0,55
41,4,17,15.0,19.0,56
41,4,18,15.0,20.0,57
41,4,19,15.0,21.0,58
41,4,20,15.0,21.0,59
42,4,0,15.0,21.0,89
42,4,1,15.0,20.0,90
42,4,2,15.0,19.0,91
42,4,3,14.0,19.0,92
42,4,4,13.0,19.0,93
42,4,5,12.0,19.0,94
42,4,6,12.0,18.0,95
42,4,7,12.0,17.0,96
42,4,8,12.0,16.0,97
42,4,9,11.0,16.0,98
42,4,10,10.0,16.0,99
42,4,11,9.0,16.0,100
42,4,12,8.0,16.0,101
42,4,13,7.0,16.0,102
42,4,14,7.0,15.0,103
42,4,15,7.0,14.0,104
42,4,16,7.0,13.0,105
42,4,17,6.0,13.0,106
42,4,18,5.0,13.0,107
42,4,19,4.0,13.0,108
42,4,20,3.0,13.0,109
42,4,21,2.0,13.0,110
42,4,22,2.0,12.0,111
42,4,23,1.0,12.0,112
42,4,24,1.0,11.0,113
42,4,25,0.0,11.0,114
43,4,0,0.0,11.0,144
43,4,1,1.0,11.0,145
43,4,2,2.0,11.0,146
43,4,3,2.0,12.0,147
43,4,4,2.0,13.0,148
43,4,5,2.0,14.0,149
43,4,6,2.0,15.0,150
43,4,7,2.0,16.0,151
43,4,8,2.0,17.0,152
43,4,9,3.0,17.0,153
43,4,10,3.0,18.0,154
43,4,11,3.0,19.0,155
43,4,12,4.0,19.0,156
43,4,13,5.0,19.0,157
43,4,14,6.0,19.0,158
43,4,15,6.0,20.0,159
43,4,16,7.0,20.0,160
43,4,17,8.0,20.0,161
43,4,18,9.0,20.0,162
43,4,19,10.0,20.0,163
43,4,20,11.0,20.0,164
43,4,21,11.0,21.0,165
43,4,22,12.0,21.0,166
43,4,23,13.0,21.0,167
43,4,24,14.0,21.0,168
43,4,25,15.0,21.0,169
43,4,26,15.0,21.0,170
44,4,0,15.0,21.0,200
44,4,1,15.0,20.0,201
44,4,2,14.0,20.0,202
44,4,3,14.0,19.0,203
44,4,4,14.0,18.0,204
44,4,5,13.0,18.0,205
44,4,6,13.0,17.0,206
44,4,7,13.0,16.0,207
